f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,label,source_path
0.0,0.0,0.14280872,-0.25603744,0.44101998,-0.39813426,0.6553001,-0.50552744,0.74670345,-0.66515714,0.61404014,-0.14711834,0.7787102,0.009679156,0.59884876,-0.048494756,0.5199065,-0.12199106,0.5432612,0.06463582,0.65823823,0.21224034,0.43461812,0.08967674,0.40430832,-0.003743016,0.4536497,0.24163543,0.5301028,0.34811223,0.32945114,0.21411934,0.29497537,0.13257286,0.3596811,0.38922167,0.42242846,0.47130263,0.28657234,0.3529829,0.24619499,0.27567267,like,data\own\images\like\like_0033.jpg
0.0,0.0,-0.052167155,-0.4214996,-0.008069564,-0.8159745,-0.06442968,-0.88271666,-0.065881364,-0.6639895,0.38348517,-0.532051,0.053319775,-0.4989686,-0.16813006,-0.41911787,-0.11452898,-0.42748305,0.37542054,-0.017684342,-0.105860524,0.05363489,-0.32099846,0.0318521,-0.17037484,-0.098466836,0.2828382,0.43525726,-0.1587386,0.47364578,-0.36115825,0.4107142,-0.20927688,0.27261317,0.15146805,0.75922424,-0.3093035,0.87313753,-0.55705136,0.8304781,-0.53845745,0.7476243,like,data\own\images\like\like_0036.jpg
0.0,0.0,-0.13250898,-0.23516384,-0.22868103,-0.5137357,-0.32224846,-0.7153566,-0.34751037,-0.93767613,0.21201994,-0.5216668,-0.14516559,-0.32487544,-0.15493415,-0.38361067,-0.009309961,-0.49035496,0.2794135,-0.16971162,-0.15029328,0.059933793,-0.10836104,-0.07984137,0.08585655,-0.24254392,0.27282995,0.17256264,-0.092121705,0.38580444,-0.02329727,0.2512109,0.1880686,0.096058525,0.2353204,0.46957493,0.023521684,0.5611696,0.079500616,0.46330732,0.23981844,0.3725678,like,data\own\images\like\like_0037.jpg
0.0,0.0,-0.2023963,-0.18373127,-0.3394472,-0.4423797,-0.43789202,-0.60800385,-0.47918665,-0.877713,0.12270176,-0.71169996,-0.20503274,-0.34675688,-0.23170418,-0.36473003,-0.14282131,-0.53105164,0.31937194,-0.42011616,-0.11861645,0.06586272,-0.13105056,-0.020993855,5.3392207e-05,-0.26281503,0.42179924,-0.069372855,0.013105764,0.3428439,0.010895448,0.2598285,0.15149917,0.049131144,0.45479742,0.257169,0.14908741,0.53252983,0.12670192,0.466913,0.23762505,0.32120994,like,data\own\images\like\like_0038.jpg
0.0,0.0,-0.14151514,-0.15837999,-0.17552543,-0.55077404,-0.2248197,-0.8121034,-0.32737273,-0.94489527,0.007775464,-0.6406452,0.14848334,-0.7758737,0.051186606,-0.5654906,-0.0016021552,-0.5127243,0.11902281,-0.512135,0.23646997,-0.60282314,0.09064104,-0.36284393,0.0467134,-0.36309692,0.20919089,-0.38184005,0.30339035,-0.43516228,0.15731438,-0.22818983,0.112502985,-0.22227983,0.2900311,-0.26539838,0.34658247,-0.27748317,0.23546906,-0.14006867,0.19104527,-0.13151066,like,data\own\images\like\like_0039.jpg
0.0,0.0,-0.13063703,-0.1913763,-0.16089794,-0.5577008,-0.20057651,-0.8164192,-0.29975662,-0.9540156,0.030488582,-0.6736228,0.16967632,-0.79335,0.072706185,-0.57925075,0.018095113,-0.53719485,0.13798517,-0.54046816,0.2575507,-0.6298474,0.11512406,-0.39235914,0.066039056,-0.4047681,0.2297363,-0.4057339,0.3230136,-0.4629324,0.17843118,-0.25767392,0.13266215,-0.26562735,0.3086696,-0.2889155,0.36881372,-0.30456716,0.25319356,-0.16904308,0.20548475,-0.16628985,like,data\own\images\like\like_0040.jpg
0.0,0.0,-0.12551787,-0.19692877,-0.1480357,-0.5508668,-0.18104404,-0.80833393,-0.25834814,-0.9660519,0.04209487,-0.6933543,0.17373246,-0.80106986,0.08191321,-0.5941553,0.03126747,-0.55117136,0.14266975,-0.5532417,0.2595314,-0.6394552,0.11982069,-0.403946,0.077550024,-0.41712987,0.23095785,-0.4149078,0.3151234,-0.46758372,0.17161137,-0.26517352,0.13426238,-0.2750637,0.3104006,-0.29228228,0.3673537,-0.31676668,0.25584096,-0.18347059,0.21426633,-0.17919281,like,data\own\images\like\like_0041.jpg
0.0,0.0,-0.13312088,-0.21601033,-0.13642353,-0.5619695,-0.13823605,-0.8135114,-0.18535145,-0.9826723,0.07250712,-0.6885462,0.21415387,-0.80057704,0.10056777,-0.6164995,0.03805329,-0.5717639,0.16334258,-0.529163,0.29563436,-0.61485934,0.12167436,-0.3877025,0.077553846,-0.40301192,0.24598761,-0.36785942,0.3401378,-0.4256657,0.17024134,-0.23639189,0.12872429,-0.24519059,0.31825396,-0.21460977,0.38862807,-0.2661964,0.25862584,-0.1442687,0.21210724,-0.1347914,like,data\own\images\like\like_0042.jpg
0.0,0.0,0.011707102,-0.25196174,0.18611203,-0.5439933,0.3211665,-0.74783975,0.3639448,-0.9314205,0.4158822,-0.47316816,0.54320335,-0.46508282,0.38210526,-0.40385523,0.31157863,-0.40737626,0.43520746,-0.29780242,0.5385703,-0.26649094,0.31700635,-0.2216458,0.31090882,-0.26715523,0.43174455,-0.13159771,0.4937561,-0.0930979,0.2971892,-0.07304758,0.2873578,-0.11405604,0.42085606,0.0154347345,0.46467084,0.041383564,0.318198,0.03322552,0.2873452,-0.00435998,like,data\own\images\like\like_0048.jpg
0.0,0.0,0.012149997,-0.24214515,0.19784677,-0.5342891,0.3367825,-0.7404863,0.37544245,-0.9268457,0.41759017,-0.4479017,0.56442267,-0.44534642,0.39398625,-0.38754487,0.3224146,-0.39634037,0.4346478,-0.26089424,0.5531001,-0.23668128,0.31890866,-0.20321798,0.3104267,-0.25174198,0.4227255,-0.08647012,0.5084847,-0.039558854,0.30526614,-0.033414792,0.29426903,-0.07887163,0.4003222,0.067076094,0.45903307,0.11135375,0.31488597,0.09758654,0.28359222,0.051076535,like,data\own\images\like\like_0050.jpg
0.0,0.0,0.049695168,-0.28032896,0.22095916,-0.5399148,0.34919274,-0.7471338,0.38359264,-0.9235024,0.4281635,-0.48007116,0.5781233,-0.49420086,0.41749108,-0.41929343,0.35164365,-0.41727594,0.44910526,-0.29611507,0.55129683,-0.29718938,0.33705947,-0.24969608,0.33087435,-0.28429356,0.442771,-0.1106034,0.5098006,-0.111085854,0.3153871,-0.09585385,0.3052319,-0.12972082,0.42097595,0.049046367,0.4657568,0.052452445,0.33117524,0.043336824,0.30896765,0.018535733,like,data\own\images\like\like_0051.jpg
0.0,0.0,0.044269398,-0.28390482,0.21992733,-0.5605556,0.34641182,-0.76175797,0.37770703,-0.92592514,0.4239178,-0.45780352,0.57539636,-0.49122235,0.41429457,-0.420445,0.35037673,-0.40854105,0.44130686,-0.28231668,0.55403,-0.2877507,0.34465456,-0.2487545,0.33423275,-0.27953604,0.43254638,-0.10500782,0.513699,-0.09904633,0.32267937,-0.089455076,0.31059924,-0.11937119,0.406595,0.059082262,0.46888766,0.06341656,0.33258027,0.051120438,0.30722857,0.029643282,like,data\own\images\like\like_0052.jpg
0.0,0.0,0.04690298,-0.28903678,0.21324539,-0.5518178,0.33860272,-0.7541948,0.36863977,-0.92957234,0.40995485,-0.47661132,0.56544495,-0.47838148,0.40292332,-0.40376619,0.34320533,-0.41044575,0.42693806,-0.2909612,0.5497033,-0.2855114,0.34465414,-0.23211884,0.3305233,-0.2759558,0.42086276,-0.10692239,0.5171345,-0.1065613,0.3290558,-0.07977285,0.31008506,-0.11790102,0.40041828,0.05153912,0.47678658,0.055798918,0.3484538,0.05769798,0.31701413,0.03323566,like,data\own\images\like\like_0053.jpg
0.0,0.0,0.032292344,-0.28908625,0.20267573,-0.5565796,0.33141938,-0.75702757,0.37217966,-0.9281607,0.40965027,-0.46196437,0.5799352,-0.47093058,0.41379288,-0.40150633,0.33266598,-0.40434518,0.42516187,-0.27933624,0.5583479,-0.27937528,0.35378057,-0.22812368,0.31834653,-0.26926097,0.41696066,-0.09891466,0.5244617,-0.10339409,0.33158112,-0.07798365,0.29781365,-0.11320357,0.39292258,0.060322914,0.47859657,0.05761824,0.3430505,0.055329695,0.3019642,0.032337237,like,data\own\images\like\like_0054.jpg
0.0,0.0,0.033708427,-0.2966944,0.18470268,-0.5606377,0.315299,-0.76729935,0.3610354,-0.9325521,0.38760087,-0.46138898,0.5617315,-0.46893975,0.4049209,-0.40067554,0.32250488,-0.40065002,0.4017517,-0.28104058,0.5473754,-0.27662873,0.3484994,-0.22883098,0.31278625,-0.2683117,0.395828,-0.10367499,0.51408404,-0.10386347,0.33000818,-0.08093775,0.29422575,-0.118395485,0.3750765,0.05155538,0.4728825,0.05987707,0.34842485,0.05659269,0.30614787,0.02843803,like,data\own\images\like\like_0055.jpg
0.0,0.0,0.03187271,-0.29300043,0.18304563,-0.56163,0.3122918,-0.7663641,0.35180035,-0.93607515,0.37855104,-0.468486,0.5322136,-0.46603292,0.37247133,-0.39427653,0.3117164,-0.4005813,0.39559007,-0.2880436,0.5190906,-0.28110695,0.32576287,-0.22890939,0.30497447,-0.2736205,0.3922242,-0.11181949,0.49516097,-0.10794744,0.31180185,-0.082084276,0.28075403,-0.11833036,0.3751283,0.037563607,0.4549769,0.047017258,0.32729414,0.044060774,0.28330877,0.01637067,like,data\own\images\like\like_0056.jpg
0.0,0.0,0.032652076,-0.26460406,0.1808362,-0.52596253,0.30178338,-0.7369279,0.3556573,-0.9346165,0.43178362,-0.43946612,0.46936178,-0.40408316,0.31574872,-0.3372663,0.29767334,-0.32827923,0.45269114,-0.23634905,0.45389026,-0.18862367,0.25203952,-0.16099581,0.26377067,-0.19128288,0.44405854,-0.05017757,0.40571272,-0.00729343,0.218828,-0.012435999,0.2297873,-0.055018064,0.42008707,0.10996684,0.3551461,0.1506529,0.21009474,0.1172289,0.20196638,0.06639363,like,data\own\images\like\like_0057.jpg
0.0,0.0,0.0074960985,-0.25786653,0.14913543,-0.53058845,0.26432323,-0.73379654,0.33207422,-0.9432533,0.4953867,-0.42058697,0.36314246,-0.3547477,0.21031988,-0.30364195,0.19646367,-0.3043391,0.53863937,-0.19773999,0.33229062,-0.11855757,0.1572662,-0.123420715,0.15891942,-0.14462636,0.5085957,0.018791182,0.2952057,0.08579269,0.1417718,0.03572039,0.1552305,-0.010601779,0.4444653,0.20217332,0.2656297,0.2569114,0.13859355,0.19250907,0.1317193,0.13363415,like,data\own\images\like\like_0058.jpg
0.0,0.0,0.11698461,-0.30071107,0.3396422,-0.49502108,0.54468274,-0.555745,0.6928233,-0.5252986,0.34143984,-0.57546437,0.5368686,-0.6445242,0.6994158,-0.62611693,0.8102192,-0.58612704,0.35607204,-0.41117743,0.56246704,-0.480683,0.72600275,-0.47744516,0.84897375,-0.4534542,0.37047273,-0.2023219,0.5795127,-0.21710552,0.7328831,-0.21349466,0.8490694,-0.20350978,0.38110316,0.020818235,0.56186485,0.0327623,0.6883929,0.033510674,0.7985298,0.03696156,like,data\own\images\like\like_0076.jpg
0.0,0.0,0.018088887,-0.28130087,0.13707547,-0.539581,0.23365456,-0.73410654,0.33466873,-0.94233584,0.5498083,-0.3778766,0.26496828,-0.30813488,0.14080375,-0.3266611,0.21083808,-0.36065468,0.5777534,-0.09915215,0.23122346,-0.058636937,0.0960395,-0.13083954,0.17276406,-0.15860224,0.52647066,0.1491167,0.18610875,0.16026913,0.07852966,0.05970216,0.13526513,0.018927135,0.4428471,0.34156388,0.18827929,0.33123183,0.08956174,0.25236732,0.12775648,0.2265739,like,data\own\images\like\like_0077.jpg
0.0,0.0,-0.008931364,-0.2593375,0.12361999,-0.5069542,0.23690917,-0.70241266,0.34725046,-0.93777245,0.47302052,-0.31673267,0.24210422,-0.20346929,0.10604933,-0.24476132,0.14329824,-0.31864262,0.5073239,-0.07576276,0.2125502,0.010563472,0.07282449,-0.07689432,0.12616251,-0.12496489,0.46363467,0.1369765,0.16795798,0.1817257,0.056129918,0.08748095,0.100656964,0.048010938,0.39292985,0.29780066,0.15379643,0.33188927,0.07047578,0.25614864,0.10524044,0.22495493,like,data\own\images\like\like_0078.jpg
0.0,0.0,0.01029042,-0.27684587,0.14193352,-0.50942886,0.2626781,-0.6935571,0.37964612,-0.9251318,0.5455763,-0.2951593,0.25715452,-0.20827274,0.12601352,-0.24094738,0.19615172,-0.28066558,0.5668761,-0.028766226,0.22005795,0.021696659,0.078852296,-0.061964795,0.15663265,-0.08995173,0.5102988,0.2022769,0.16751066,0.21741053,0.05608466,0.10780711,0.1279356,0.062525645,0.42378744,0.37608144,0.1573894,0.37910518,0.060204566,0.26995292,0.10960798,0.21104676,like,data\own\images\like\like_0079.jpg
0.0,0.0,-0.05167825,-0.35268846,-0.123675376,-0.62043154,-0.12912919,-0.8136104,-0.059139855,-0.9982497,-0.15258184,-0.55633014,-0.45296407,-0.49313566,-0.45626637,-0.4217179,-0.39279395,-0.43199766,-0.16841446,-0.34902564,-0.47410843,-0.29804567,-0.43762398,-0.2626294,-0.3786417,-0.2576423,-0.20507991,-0.15580574,-0.4640025,-0.12739511,-0.40649593,-0.10176895,-0.32959667,-0.09738852,-0.23657928,-0.0010351667,-0.43815136,0.021641014,-0.38966236,0.017601196,-0.3190923,0.025321938,like,data\own\images\like\like_0082.jpg
